,EPS-Annual Basis,Ticker,Quarter-Year,CFPS,PE_Ratio,Market_Cap,ROE,Price_Sales_Ratio,Debt_Equity_Ratio,Quarter,Final_Rating
220,5.294437418,TAP,2004,3.26353606,19.00139294,1276817600,0.047141392000000004,5.620216301,2.15851956,2,1
221,-0.170000001,SMG,2008,8.46875,57.39636364,1262720000,0.04408817599999999,1.078326217,4.4769539080000005,2,0
222,5.294437418,TAP,2004,4.030409042,30.99033157,1257122800,0.026816642999999998,2.843583787,1.938109184,3,1
223,5.294437418,TAP,2004,0.9076478290000001,120.78,1221277840,0.003556169,1.3224291209999999,2.279799267,1,1
224,3.03030303,SMG,2005,-15.63636364,60.0105,1200210000,0.009363296,1.164122211,0.5702247189999999,2,1
225,-0.408211372,AMRS,2016,-0.070390218,-83.74369389,1136066951,0.088050886,118.3649668,-1.687109755,2,0
226,4.472966242,TAP,2002,1.80805202,9.685798981,1114196200,0.11716034300000001,0.40155208200000003,3.376846385,4,1
227,4.806456052,TAP,2003,5.564973306000001,28.29008121,1020734420,0.028469057000000002,0.997910218,0.033214295,4,1
228,4.806456052,TAP,2003,4.966662078,16.31514537,1002206750,0.053468749,0.955643954,2.731892888,3,1
229,4.806456052,TAP,2003,1.040951854,112.0,951927600,0.00080686,1.149475271,3.0983448360000003,1,1
230,-8.5,TLRY,2020,-0.67930418,-4.654660111,857029984,-0.967500053,16.44908033,3.8109590769999997,1,0
231,-5.578745861,AMRS,2010,-7.430394539,-33.14036188,667148625,-0.06344489,27.53967492,0.150643399,3,0
232,-8.5,CRBP,2020,-0.405136334,-15.13599461,448885000,-1.306956925,254.7503602,1.873492309,1,0
233,-1.118225829,CRBP,2019,0.166105113,-0.01678556,440365955,-620.1943072,233.5313985,1.3969561819999998,1,0
234,-8.5,AMRS,2020,-0.299041112,-4.776039955,418677215,0.482353718,14.37271591,-1.889731372,1,0
236,-2.2242189,AMRS,2018,-0.627229602,-6.045001992,413000581,0.33080904699999997,27.78155396,-1.594024026,3,0
237,-0.9767086309999999,CRBP,2018,-0.251125317,-0.02377982,411538130,-628.764589,213.53024900000003,0.7072059340000001,4,0
238,-0.646145492,CRBP,2017,-0.193198698,-0.012613258,408942167,-561.087123,0.167585856,0.159121381,4,0
239,-1.118225829,CRBP,2019,-0.26257799600000004,177.6887997,382502328,0.045439737,13.14685719,0.775709633,2,0
